Nome,Data,ValorKB,ValorPC,ValorNE
Xbox Series S,2022-05-04 18:00:00,R$ 1100.00,R$ 1660.00,R$ 1100.00
iPhone 11 64GB,2022-05-04 18:00:00,R$ 2460.00,R$ 4204.66,R$ 3360.00
"TV Samsung T5300 43""",2022-05-04 18:00:00,R$ 1200.00,R$ 1680.00,R$ 800.70
Nintendo Switch,2022-05-04 18:00:00,R$ 2000.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-04 19:00:00,R$ 1386.00,R$ 1660.00,R$ 1100.00
iPhone 11 64GB,2022-05-04 19:00:00,R$ 3690.00,R$ 4204.66,R$ 3360.00
"TV Samsung T5300 43""",2022-05-04 19:00:00,R$ 1620.00,R$ 2352.00,R$ 800.70
Nintendo Switch,2022-05-04 19:00:00,R$ 2000.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-04 20:00:00,R$ 2286.90,R$ 1660.00,R$ 1100.00
iPhone 11 64GB,2022-05-04 20:00:00,R$ 3690.00,R$ 2660.00,R$ 5745.60
"TV Samsung T5300 43""",2022-05-04 20:00:00,R$ 1620.00,R$ 2352.00,R$ 600.00
Nintendo Switch,2022-05-04 20:00:00,R$ 2000.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-04 21:00:00,R$ 2286.90,R$ 1942.20,R$ 1100.00
iPhone 11 64GB,2022-05-04 21:00:00,R$ 6150.00,R$ 2660.00,R$ 5745.60
"TV Samsung T5300 43""",2022-05-04 21:00:00,R$ 1765.80,R$ 3000.00,R$ 834.00
Nintendo Switch,2022-05-04 21:00:00,R$ 800.00,R$ 1297.20,R$ 1000.00
Xbox Series S,2022-05-04 22:00:00,R$ 2081.08,R$ 1340.12,R$ 1100.00
iPhone 11 64GB,2022-05-04 22:00:00,R$ 4305.00,R$ 4389.00,R$ 4998.67
"TV Samsung T5300 43""",2022-05-04 22:00:00,R$ 2825.28,R$ 1230.00,R$ 834.00
Nintendo Switch,2022-05-04 22:00:00,R$ 800.00,R$ 1375.03,R$ 1000.00
Xbox Series S,2022-05-04 23:00:00,R$ 2601.35,R$ 1340.12,R$ 1716.00
iPhone 11 64GB,2022-05-04 23:00:00,R$ 4821.60,R$ 6495.72,R$ 3898.96
"TV Samsung T5300 43""",2022-05-04 23:00:00,R$ 1200.00,R$ 1230.00,R$ 600.00
Nintendo Switch,2022-05-04 23:00:00,R$ 800.00,R$ 1375.03,R$ 1000.00
Xbox Series S,2022-05-05 00:00:00,R$ 2750.00,R$ 1594.74,R$ 2591.16
iPhone 11 64GB,2022-05-05 00:00:00,R$ 4050.14,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 00:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-05 00:00:00,R$ 800.00,R$ 1691.29,R$ 1000.00
Xbox Series S,2022-05-05 01:00:00,R$ 2750.00,R$ 2105.06,R$ 1100.00
iPhone 11 64GB,2022-05-05 01:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 01:00:00,R$ 1200.00,R$ 1200.00,R$ 726.00
Nintendo Switch,2022-05-05 01:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-05 02:00:00,R$ 1512.50,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 02:00:00,R$ 2460.00,R$ 3790.50,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 02:00:00,R$ 1884.00,R$ 1692.00,R$ 600.00
Nintendo Switch,2022-05-05 02:00:00,R$ 952.00,R$ 2300.00,R$ 1160.00
Xbox Series S,2022-05-05 03:00:00,R$ 1100.00,R$ 1500.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 03:00:00,R$ 2460.00,R$ 4776.03,R$ 3420.00
"TV Samsung T5300 43""",2022-05-05 03:00:00,R$ 1200.00,R$ 2707.20,R$ 600.00
Nintendo Switch,2022-05-05 03:00:00,R$ 952.00,R$ 2300.00,R$ 1218.00
Xbox Series S,2022-05-05 04:00:00,R$ 1342.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 04:00:00,R$ 2878.20,R$ 4776.03,R$ 4788.00
"TV Samsung T5300 43""",2022-05-05 04:00:00,R$ 1524.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-05 04:00:00,R$ 952.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-05 05:00:00,R$ 1167.54,R$ 1210.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 05:00:00,R$ 4317.30,R$ 4776.03,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 05:00:00,R$ 2468.88,R$ 1590.00,R$ 600.00
Nintendo Switch,2022-05-05 05:00:00,R$ 1170.96,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-05 06:00:00,R$ 1100.00,R$ 1000.00,R$ 1749.00
iPhone 11 64GB,2022-05-05 06:00:00,R$ 4058.26,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 06:00:00,R$ 1456.64,R$ 1876.20,R$ 1002.00
Nintendo Switch,2022-05-05 06:00:00,R$ 1170.96,R$ 1219.00,R$ 1000.00
Xbox Series S,2022-05-05 07:00:00,R$ 1309.00,R$ 1000.00,R$ 1749.00
iPhone 11 64GB,2022-05-05 07:00:00,R$ 4058.26,R$ 4309.20,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 07:00:00,R$ 1200.00,R$ 3000.00,R$ 641.28
Nintendo Switch,2022-05-05 07:00:00,R$ 1639.34,R$ 1219.00,R$ 1000.00
Xbox Series S,2022-05-05 08:00:00,R$ 1100.00,R$ 1420.00,R$ 1749.00
iPhone 11 64GB,2022-05-05 08:00:00,R$ 4748.17,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 08:00:00,R$ 2088.00,R$ 1200.00,R$ 699.00
Nintendo Switch,2022-05-05 08:00:00,R$ 2000.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-05 09:00:00,R$ 1100.00,R$ 1760.80,R$ 1749.00
iPhone 11 64GB,2022-05-05 09:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 09:00:00,R$ 2088.00,R$ 1200.00,R$ 957.62
Nintendo Switch,2022-05-05 09:00:00,R$ 2000.00,R$ 920.00,R$ 1500.00
Xbox Series S,2022-05-05 10:00:00,R$ 1100.00,R$ 1760.80,R$ 2133.78
iPhone 11 64GB,2022-05-05 10:00:00,R$ 6150.00,R$ 4601.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 10:00:00,R$ 3000.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-05 10:00:00,R$ 2000.00,R$ 920.00,R$ 1500.00
Xbox Series S,2022-05-05 11:00:00,R$ 1100.00,R$ 2500.00,R$ 2133.78
iPhone 11 64GB,2022-05-05 11:00:00,R$ 2460.00,R$ 4601.80,R$ 3720.00
"TV Samsung T5300 43""",2022-05-05 11:00:00,R$ 3000.00,R$ 1200.00,R$ 660.00
Nintendo Switch,2022-05-05 11:00:00,R$ 2000.00,R$ 920.00,R$ 1500.00
Xbox Series S,2022-05-05 12:00:00,R$ 1100.00,R$ 1000.00,R$ 2133.78
iPhone 11 64GB,2022-05-05 12:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 12:00:00,R$ 1200.00,R$ 1896.00,R$ 660.00
Nintendo Switch,2022-05-05 12:00:00,R$ 2000.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-05 13:00:00,R$ 1100.00,R$ 1410.00,R$ 2133.78
iPhone 11 64GB,2022-05-05 13:00:00,R$ 2952.00,R$ 3192.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 13:00:00,R$ 1200.00,R$ 1200.00,R$ 1089.00
Nintendo Switch,2022-05-05 13:00:00,R$ 1480.00,R$ 1278.80,R$ 1080.00
Xbox Series S,2022-05-05 14:00:00,R$ 1485.00,R$ 1410.00,R$ 2750.00
iPhone 11 64GB,2022-05-05 14:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 14:00:00,R$ 1200.00,R$ 1200.00,R$ 1383.03
Nintendo Switch,2022-05-05 14:00:00,R$ 1480.00,R$ 920.00,R$ 1339.20
Xbox Series S,2022-05-05 15:00:00,R$ 1485.00,R$ 1000.00,R$ 1650.00
iPhone 11 64GB,2022-05-05 15:00:00,R$ 4231.20,R$ 3271.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 15:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-05 15:00:00,R$ 1554.00,R$ 1297.20,R$ 2048.98
Xbox Series S,2022-05-05 16:00:00,R$ 1485.00,R$ 1200.00,R$ 1435.50
iPhone 11 64GB,2022-05-05 16:00:00,R$ 2460.00,R$ 3762.57,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 16:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-05 16:00:00,R$ 1554.00,R$ 1297.20,R$ 1044.98
Xbox Series S,2022-05-05 17:00:00,R$ 1485.00,R$ 1200.00,R$ 1435.50
iPhone 11 64GB,2022-05-05 17:00:00,R$ 3468.60,R$ 3762.57,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 17:00:00,R$ 1200.00,R$ 1572.00,R$ 600.00
Nintendo Switch,2022-05-05 17:00:00,R$ 1087.80,R$ 1297.20,R$ 1000.00
Xbox Series S,2022-05-05 18:00:00,R$ 1485.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 18:00:00,R$ 2460.00,R$ 2660.00,R$ 3750.00
"TV Samsung T5300 43""",2022-05-05 18:00:00,R$ 1200.00,R$ 1839.24,R$ 600.00
Nintendo Switch,2022-05-05 18:00:00,R$ 1533.80,R$ 1297.20,R$ 1170.00
Xbox Series S,2022-05-05 19:00:00,R$ 1485.00,R$ 1110.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 19:00:00,R$ 2460.00,R$ 2660.00,R$ 3750.00
"TV Samsung T5300 43""",2022-05-05 19:00:00,R$ 1200.00,R$ 1839.24,R$ 600.00
Nintendo Switch,2022-05-05 19:00:00,R$ 1012.31,R$ 1751.22,R$ 1170.00
Xbox Series S,2022-05-05 20:00:00,R$ 1485.00,R$ 1110.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 20:00:00,R$ 2460.00,R$ 4628.40,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 20:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-05 20:00:00,R$ 800.00,R$ 1663.66,R$ 1170.00
Xbox Series S,2022-05-05 21:00:00,R$ 1100.00,R$ 1110.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 21:00:00,R$ 3271.80,R$ 4628.40,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 21:00:00,R$ 1200.00,R$ 3000.00,R$ 834.00
Nintendo Switch,2022-05-05 21:00:00,R$ 1280.00,R$ 2245.94,R$ 1000.00
Xbox Series S,2022-05-05 22:00:00,R$ 1540.00,R$ 1576.20,R$ 1100.00
iPhone 11 64GB,2022-05-05 22:00:00,R$ 3271.80,R$ 4628.40,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 22:00:00,R$ 1908.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-05 22:00:00,R$ 1139.20,R$ 2300.00,R$ 1740.00
Xbox Series S,2022-05-05 23:00:00,R$ 1100.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-05-05 23:00:00,R$ 3075.49,R$ 3749.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-05 23:00:00,R$ 1908.00,R$ 1470.00,R$ 600.00
Nintendo Switch,2022-05-05 23:00:00,R$ 1139.20,R$ 2300.00,R$ 1740.00
Xbox Series S,2022-05-06 00:00:00,R$ 1100.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 00:00:00,R$ 2460.00,R$ 2660.00,R$ 5160.00
"TV Samsung T5300 43""",2022-05-06 00:00:00,R$ 2995.56,R$ 2087.40,R$ 600.00
Nintendo Switch,2022-05-06 00:00:00,R$ 1139.20,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-06 01:00:00,R$ 1100.00,R$ 1000.00,R$ 1177.00
iPhone 11 64GB,2022-05-06 01:00:00,R$ 2460.00,R$ 2660.00,R$ 5160.00
"TV Samsung T5300 43""",2022-05-06 01:00:00,R$ 3000.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-06 01:00:00,R$ 1549.31,R$ 2300.00,R$ 1730.00
Xbox Series S,2022-05-06 02:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 02:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-06 02:00:00,R$ 3000.00,R$ 3000.00,R$ 990.00
Nintendo Switch,2022-05-06 02:00:00,R$ 1549.31,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-06 03:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 03:00:00,R$ 3050.40,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-06 03:00:00,R$ 3000.00,R$ 1350.00,R$ 990.00
Nintendo Switch,2022-05-06 03:00:00,R$ 2000.00,R$ 1863.00,R$ 1000.00
Xbox Series S,2022-05-06 04:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 04:00:00,R$ 3050.40,R$ 2872.80,R$ 3300.00
"TV Samsung T5300 43""",2022-05-06 04:00:00,R$ 3000.00,R$ 1471.50,R$ 990.00
Nintendo Switch,2022-05-06 04:00:00,R$ 2000.00,R$ 2300.00,R$ 1230.00
Xbox Series S,2022-05-06 05:00:00,R$ 1100.00,R$ 1000.00,R$ 1199.00
iPhone 11 64GB,2022-05-06 05:00:00,R$ 4148.54,R$ 3045.17,R$ 3300.00
"TV Samsung T5300 43""",2022-05-06 05:00:00,R$ 3000.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-05-06 05:00:00,R$ 2000.00,R$ 1127.00,R$ 1414.50
Xbox Series S,2022-05-06 06:00:00,R$ 1100.00,R$ 1000.00,R$ 1199.00
iPhone 11 64GB,2022-05-06 06:00:00,R$ 4355.97,R$ 4598.20,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 06:00:00,R$ 3000.00,R$ 1560.00,R$ 1500.00
Nintendo Switch,2022-05-06 06:00:00,R$ 2000.00,R$ 920.00,R$ 2051.03
Xbox Series S,2022-05-06 07:00:00,R$ 1100.00,R$ 1000.00,R$ 1606.66
iPhone 11 64GB,2022-05-06 07:00:00,R$ 4355.97,R$ 2850.89,R$ 3960.00
"TV Samsung T5300 43""",2022-05-06 07:00:00,R$ 3000.00,R$ 1560.00,R$ 1500.00
Nintendo Switch,2022-05-06 07:00:00,R$ 800.00,R$ 1527.20,R$ 1661.33
Xbox Series S,2022-05-06 08:00:00,R$ 1694.00,R$ 1000.00,R$ 1606.66
iPhone 11 64GB,2022-05-06 08:00:00,R$ 2700.70,R$ 2850.89,R$ 3960.00
"TV Samsung T5300 43""",2022-05-06 08:00:00,R$ 3000.00,R$ 1200.00,R$ 780.00
Nintendo Switch,2022-05-06 08:00:00,R$ 800.00,R$ 920.00,R$ 1661.33
Xbox Series S,2022-05-06 09:00:00,R$ 1694.00,R$ 1000.00,R$ 1606.66
iPhone 11 64GB,2022-05-06 09:00:00,R$ 2700.70,R$ 2660.00,R$ 3960.00
"TV Samsung T5300 43""",2022-05-06 09:00:00,R$ 3000.00,R$ 1200.00,R$ 780.00
Nintendo Switch,2022-05-06 09:00:00,R$ 800.00,R$ 1462.80,R$ 2500.00
Xbox Series S,2022-05-06 10:00:00,R$ 1100.00,R$ 1710.00,R$ 1606.66
iPhone 11 64GB,2022-05-06 10:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 10:00:00,R$ 1200.00,R$ 1932.00,R$ 600.00
Nintendo Switch,2022-05-06 10:00:00,R$ 800.00,R$ 1579.82,R$ 2150.00
Xbox Series S,2022-05-06 11:00:00,R$ 1551.00,R$ 2500.00,R$ 2602.79
iPhone 11 64GB,2022-05-06 11:00:00,R$ 3640.80,R$ 4335.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 11:00:00,R$ 1620.00,R$ 1932.00,R$ 834.00
Nintendo Switch,2022-05-06 11:00:00,R$ 1376.00,R$ 1579.82,R$ 1784.50
Xbox Series S,2022-05-06 12:00:00,R$ 1954.26,R$ 2500.00,R$ 2750.00
iPhone 11 64GB,2022-05-06 12:00:00,R$ 6043.73,R$ 5376.39,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 12:00:00,R$ 1200.00,R$ 1932.00,R$ 1426.14
Nintendo Switch,2022-05-06 12:00:00,R$ 1376.00,R$ 1579.82,R$ 2500.00
Xbox Series S,2022-05-06 13:00:00,R$ 1504.78,R$ 2500.00,R$ 2750.00
iPhone 11 64GB,2022-05-06 13:00:00,R$ 4230.61,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 13:00:00,R$ 1200.00,R$ 1275.12,R$ 1500.00
Nintendo Switch,2022-05-06 13:00:00,R$ 1926.40,R$ 2300.00,R$ 2100.00
Xbox Series S,2022-05-06 14:00:00,R$ 1100.00,R$ 2500.00,R$ 2750.00
iPhone 11 64GB,2022-05-06 14:00:00,R$ 2460.00,R$ 2660.00,R$ 4260.00
"TV Samsung T5300 43""",2022-05-06 14:00:00,R$ 1608.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-06 14:00:00,R$ 2000.00,R$ 2300.00,R$ 2500.00
Xbox Series S,2022-05-06 15:00:00,R$ 1100.00,R$ 2500.00,R$ 2750.00
iPhone 11 64GB,2022-05-06 15:00:00,R$ 2460.00,R$ 4548.60,R$ 4260.00
"TV Samsung T5300 43""",2022-05-06 15:00:00,R$ 1200.00,R$ 1200.00,R$ 900.00
Nintendo Switch,2022-05-06 15:00:00,R$ 2000.00,R$ 1564.00,R$ 2500.00
Xbox Series S,2022-05-06 16:00:00,R$ 1364.00,R$ 2225.00,R$ 2750.00
iPhone 11 64GB,2022-05-06 16:00:00,R$ 2779.80,R$ 2660.00,R$ 4260.00
"TV Samsung T5300 43""",2022-05-06 16:00:00,R$ 1944.00,R$ 1488.00,R$ 600.00
Nintendo Switch,2022-05-06 16:00:00,R$ 2000.00,R$ 2300.00,R$ 1450.00
Xbox Series S,2022-05-06 17:00:00,R$ 1882.32,R$ 2225.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 17:00:00,R$ 2779.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 17:00:00,R$ 1944.00,R$ 1815.36,R$ 600.00
Nintendo Switch,2022-05-06 17:00:00,R$ 800.00,R$ 2300.00,R$ 1450.00
Xbox Series S,2022-05-06 18:00:00,R$ 1882.32,R$ 2225.00,R$ 1386.00
iPhone 11 64GB,2022-05-06 18:00:00,R$ 2779.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 18:00:00,R$ 1200.00,R$ 1815.36,R$ 996.00
Nintendo Switch,2022-05-06 18:00:00,R$ 1392.00,R$ 2300.00,R$ 1450.00
Xbox Series S,2022-05-06 19:00:00,R$ 1882.32,R$ 2225.00,R$ 1386.00
iPhone 11 64GB,2022-05-06 19:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 19:00:00,R$ 1200.00,R$ 1200.00,R$ 786.84
Nintendo Switch,2022-05-06 19:00:00,R$ 1238.88,R$ 2300.00,R$ 1450.00
Xbox Series S,2022-05-06 20:00:00,R$ 1882.32,R$ 2225.00,R$ 2425.50
iPhone 11 64GB,2022-05-06 20:00:00,R$ 2460.00,R$ 3857.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 20:00:00,R$ 1200.00,R$ 1200.00,R$ 786.84
Nintendo Switch,2022-05-06 20:00:00,R$ 800.00,R$ 2300.00,R$ 2247.50
Xbox Series S,2022-05-06 21:00:00,R$ 2371.72,R$ 2225.00,R$ 1867.63
iPhone 11 64GB,2022-05-06 21:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 21:00:00,R$ 1200.00,R$ 1584.00,R$ 881.26
Nintendo Switch,2022-05-06 21:00:00,R$ 800.00,R$ 2300.00,R$ 2247.50
Xbox Series S,2022-05-06 22:00:00,R$ 1683.92,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-06 22:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 22:00:00,R$ 1200.00,R$ 1584.00,R$ 1119.20
Nintendo Switch,2022-05-06 22:00:00,R$ 1152.00,R$ 2300.00,R$ 2500.00
Xbox Series S,2022-05-06 23:00:00,R$ 2593.24,R$ 1380.00,R$ 1419.00
iPhone 11 64GB,2022-05-06 23:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-06 23:00:00,R$ 1200.00,R$ 2756.16,R$ 1500.00
Nintendo Switch,2022-05-06 23:00:00,R$ 1221.12,R$ 2300.00,R$ 1525.00
Xbox Series S,2022-05-07 00:00:00,R$ 2750.00,R$ 1007.40,R$ 1419.00
iPhone 11 64GB,2022-05-07 00:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 00:00:00,R$ 1200.00,R$ 1488.33,R$ 915.00
Nintendo Switch,2022-05-07 00:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-07 01:00:00,R$ 2750.00,R$ 1000.00,R$ 1419.00
iPhone 11 64GB,2022-05-07 01:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 01:00:00,R$ 1200.00,R$ 1200.00,R$ 915.00
Nintendo Switch,2022-05-07 01:00:00,R$ 800.00,R$ 920.00,R$ 1350.00
Xbox Series S,2022-05-07 02:00:00,R$ 2750.00,R$ 1000.00,R$ 1419.00
iPhone 11 64GB,2022-05-07 02:00:00,R$ 2460.00,R$ 3005.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 02:00:00,R$ 1200.00,R$ 1200.00,R$ 915.00
Nintendo Switch,2022-05-07 02:00:00,R$ 800.00,R$ 1251.20,R$ 1350.00
Xbox Series S,2022-05-07 03:00:00,R$ 2750.00,R$ 1610.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 03:00:00,R$ 2460.00,R$ 3246.26,R$ 4410.00
"TV Samsung T5300 43""",2022-05-07 03:00:00,R$ 1200.00,R$ 1200.00,R$ 1445.70
Nintendo Switch,2022-05-07 03:00:00,R$ 800.00,R$ 1251.20,R$ 1350.00
Xbox Series S,2022-05-07 04:00:00,R$ 2750.00,R$ 1610.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 04:00:00,R$ 4182.00,R$ 2660.00,R$ 4410.00
"TV Samsung T5300 43""",2022-05-07 04:00:00,R$ 1200.00,R$ 1200.00,R$ 1445.70
Nintendo Switch,2022-05-07 04:00:00,R$ 1040.00,R$ 920.00,R$ 2308.50
Xbox Series S,2022-05-07 05:00:00,R$ 2035.00,R$ 1610.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 05:00:00,R$ 2551.02,R$ 2660.00,R$ 5292.00
"TV Samsung T5300 43""",2022-05-07 05:00:00,R$ 1200.00,R$ 1200.00,R$ 1445.70
Nintendo Switch,2022-05-07 05:00:00,R$ 904.80,R$ 1223.60,R$ 2308.50
Xbox Series S,2022-05-07 06:00:00,R$ 2035.00,R$ 2500.00,R$ 1749.00
iPhone 11 64GB,2022-05-07 06:00:00,R$ 2460.00,R$ 2660.00,R$ 5292.00
"TV Samsung T5300 43""",2022-05-07 06:00:00,R$ 2004.00,R$ 1200.00,R$ 1445.70
Nintendo Switch,2022-05-07 06:00:00,R$ 904.80,R$ 920.00,R$ 2308.50
Xbox Series S,2022-05-07 07:00:00,R$ 1607.65,R$ 2500.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 07:00:00,R$ 2460.00,R$ 2660.00,R$ 4021.92
"TV Samsung T5300 43""",2022-05-07 07:00:00,R$ 2004.00,R$ 1200.00,R$ 954.16
Nintendo Switch,2022-05-07 07:00:00,R$ 904.80,R$ 1481.20,R$ 1916.05
Xbox Series S,2022-05-07 08:00:00,R$ 1607.65,R$ 2150.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 08:00:00,R$ 2976.60,R$ 2660.00,R$ 5148.06
"TV Samsung T5300 43""",2022-05-07 08:00:00,R$ 2364.72,R$ 1200.00,R$ 1097.29
Nintendo Switch,2022-05-07 08:00:00,R$ 1176.24,R$ 2044.06,R$ 1666.97
Xbox Series S,2022-05-07 09:00:00,R$ 1607.65,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 09:00:00,R$ 2976.60,R$ 3458.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-07 09:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-07 09:00:00,R$ 1176.24,R$ 2300.00,R$ 1666.97
Xbox Series S,2022-05-07 10:00:00,R$ 1302.20,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 10:00:00,R$ 5030.45,R$ 2660.00,R$ 6375.00
"TV Samsung T5300 43""",2022-05-07 10:00:00,R$ 1200.00,R$ 1908.00,R$ 600.00
Nintendo Switch,2022-05-07 10:00:00,R$ 800.00,R$ 920.00,R$ 1750.32
Xbox Series S,2022-05-07 11:00:00,R$ 1666.81,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 11:00:00,R$ 6150.00,R$ 2872.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 11:00:00,R$ 1788.00,R$ 1908.00,R$ 1032.00
Nintendo Switch,2022-05-07 11:00:00,R$ 1176.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-07 12:00:00,R$ 1100.00,R$ 1000.00,R$ 2117.50
iPhone 11 64GB,2022-05-07 12:00:00,R$ 6150.00,R$ 2872.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 12:00:00,R$ 1788.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-07 12:00:00,R$ 1176.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-07 13:00:00,R$ 1551.00,R$ 1000.00,R$ 2117.50
iPhone 11 64GB,2022-05-07 13:00:00,R$ 6150.00,R$ 4740.12,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 13:00:00,R$ 1788.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-07 13:00:00,R$ 1176.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-07 14:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 14:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 14:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-07 14:00:00,R$ 905.52,R$ 1435.20,R$ 1900.00
Xbox Series S,2022-05-07 15:00:00,R$ 1100.00,R$ 1060.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 15:00:00,R$ 6150.00,R$ 4575.20,R$ 3000.00
